customer_id,customer_segment,province,age_band,tenure_band,digital_engagement_score,synthetic_data_flag
C028586,SME Owner,Gauteng,25-34,3-5 Years,26.3,True
C028587,Middle Market,KwaZulu-Natal,35-44,1-2 Years,68.6,True
C028588,Middle Market,KwaZulu-Natal,55-64,1-2 Years,68.8,True
C028589,Middle Market,Western Cape,45-54,3-5 Years,59.7,True
C028590,Mass,North West,35-44,New,55.5,True
C028591,Middle Market,Gauteng,35-44,3-5 Years,22.6,True
C028592,Affluent,Gauteng,25-34,5+ Years,69.9,True
C028593,Mass,Gauteng,55-64,1-2 Years,43.0,True
C028594,Mass,Limpopo,35-44,3-5 Years,35.2,True
C028595,Middle Market,Gauteng,55-64,New,47.6,True
C028596,Affluent,KwaZulu-Natal,65+,3-5 Years,53.6,True
C028597,Mass,Mpumalanga,35-44,3-5 Years,29.2,True
C028598,Affluent,Gauteng,18-24,3-5 Years,96.1,True
C028599,Mass,Gauteng,55-64,3-5 Years,72.0,True
C028600,Middle Market,Limpopo,25-34,3-5 Years,36.2,True
C028601,SME Owner,Gauteng,25-34,New,54.0,True
C028602,Mass,Western Cape,25-34,5+ Years,59.2,True
C028603,Middle Market,KwaZulu-Natal,65+,1-2 Years,31.5,True
C028604,Affluent,Eastern Cape,45-54,3-5 Years,52.5,True
C028605,Mass,Gauteng,45-54,New,51.0,True
C028606,Mass,Limpopo,25-34,3-5 Years,24.6,True
C028607,SME Owner,Free State,35-44,3-5 Years,52.7,True
C028608,Middle Market,Gauteng,25-34,3-5 Years,11.3,True
C028609,SME Owner,Gauteng,18-24,3-5 Years,31.2,True
C028610,Affluent,Eastern Cape,45-54,1-2 Years,59.3,True
C028611,Middle Market,Western Cape,18-24,1-2 Years,59.1,True
C028612,Middle Market,Western Cape,55-64,3-5 Years,31.3,True
C028613,Middle Market,Gauteng,45-54,3-5 Years,67.0,True
C028614,Mass,Eastern Cape,35-44,1-2 Years,53.2,True
C028615,Middle Market,Gauteng,35-44,3-5 Years,48.8,True
C028616,Affluent,Western Cape,35-44,3-5 Years,52.6,True
C028617,SME Owner,Eastern Cape,25-34,3-5 Years,59.0,True
C028618,SME Owner,Northern Cape,45-54,3-5 Years,85.1,True
C028619,SME Owner,Gauteng,35-44,1-2 Years,49.1,True
C028620,Mass,KwaZulu-Natal,25-34,3-5 Years,38.5,True
C028621,Middle Market,Gauteng,65+,3-5 Years,53.4,True
C028622,Mass,Gauteng,35-44,5+ Years,55.3,True
C028623,Middle Market,Gauteng,45-54,3-5 Years,26.5,True
C028624,SME Owner,Limpopo,35-44,3-5 Years,51.9,True
C028625,Affluent,Western Cape,25-34,New,54.5,True
C028626,Affluent,Mpumalanga,55-64,3-5 Years,52.9,True
C028627,Mass,Gauteng,45-54,3-5 Years,57.1,True
C028628,Middle Market,Eastern Cape,25-34,1-2 Years,81.8,True
C028629,Mass,KwaZulu-Natal,35-44,3-5 Years,34.3,True
C028630,Middle Market,Eastern Cape,55-64,New,47.3,True
C028631,Mass,North West,45-54,1-2 Years,18.8,True
C028632,Affluent,North West,45-54,3-5 Years,31.3,True
C028633,Middle Market,Limpopo,55-64,5+ Years,72.1,True
C028634,Middle Market,Gauteng,25-34,1-2 Years,63.7,True
C028635,Affluent,Eastern Cape,55-64,New,64.8,True
C028636,Mass,North West,55-64,1-2 Years,18.5,True
C028637,Middle Market,Western Cape,18-24,5+ Years,10.6,True
C028638,Affluent,Western Cape,55-64,1-2 Years,47.2,True
C028639,SME Owner,Western Cape,65+,5+ Years,60.3,True
C028640,Mass,Eastern Cape,35-44,3-5 Years,62.5,True
C028641,Middle Market,Gauteng,55-64,5+ Years,39.0,True
C028642,Middle Market,Gauteng,18-24,3-5 Years,32.5,True
C028643,Mass,Gauteng,45-54,5+ Years,73.8,True
C028644,Mass,KwaZulu-Natal,35-44,3-5 Years,32.6,True
C028645,Middle Market,Gauteng,35-44,New,44.2,True
C028646,Mass,Mpumalanga,55-64,3-5 Years,36.0,True
C028647,Middle Market,KwaZulu-Natal,45-54,1-2 Years,24.1,True
C028648,Mass,Gauteng,55-64,5+ Years,77.5,True
C028649,Mass,Eastern Cape,25-34,5+ Years,74.1,True
C028650,Middle Market,Gauteng,45-54,3-5 Years,13.5,True
C028651,Mass,Eastern Cape,25-34,1-2 Years,50.9,True
C028652,Mass,Mpumalanga,25-34,1-2 Years,55.8,True
C028653,Mass,Western Cape,55-64,1-2 Years,45.9,True
C028654,Mass,Gauteng,35-44,New,24.4,True
C028655,Middle Market,Western Cape,25-34,New,68.7,True
C028656,Affluent,KwaZulu-Natal,35-44,New,59.4,True
C028657,Middle Market,Western Cape,45-54,3-5 Years,47.8,True
C028658,Mass,Eastern Cape,55-64,5+ Years,51.8,True
C028659,Mass,Gauteng,25-34,3-5 Years,74.8,True
C028660,Affluent,Limpopo,25-34,5+ Years,16.7,True
C028661,Mass,Western Cape,45-54,1-2 Years,82.4,True
C028662,Mass,KwaZulu-Natal,35-44,3-5 Years,60.1,True
C028663,Mass,Gauteng,45-54,New,59.4,True
C028664,Middle Market,Gauteng,25-34,New,35.4,True
C028665,Middle Market,Western Cape,45-54,New,65.4,True
C028666,Mass,Eastern Cape,25-34,1-2 Years,51.3,True
C028667,Mass,North West,35-44,5+ Years,38.8,True
C028668,Middle Market,Gauteng,55-64,1-2 Years,53.1,True
C028669,Mass,North West,25-34,New,49.7,True
C028670,Middle Market,Gauteng,25-34,New,51.9,True
C028671,Affluent,Northern Cape,45-54,1-2 Years,42.0,True
C028672,Mass,Gauteng,25-34,3-5 Years,54.8,True
C028673,Mass,Western Cape,35-44,5+ Years,3.1,True
C028674,Middle Market,Free State,35-44,5+ Years,46.2,True
C028675,Middle Market,Western Cape,55-64,1-2 Years,60.6,True
C028676,Middle Market,North West,18-24,3-5 Years,37.1,True
C028677,Middle Market,Mpumalanga,65+,1-2 Years,51.9,True
C028678,Mass,Western Cape,45-54,3-5 Years,55.7,True
C028679,Middle Market,Gauteng,55-64,3-5 Years,54.9,True
C028680,Mass,Gauteng,35-44,New,26.7,True
C028681,Mass,Gauteng,25-34,1-2 Years,84.5,True
C028682,Mass,KwaZulu-Natal,55-64,1-2 Years,16.9,True
C028683,Middle Market,Gauteng,35-44,1-2 Years,69.6,True
C028684,Mass,Western Cape,35-44,5+ Years,65.6,True
C028685,Middle Market,Gauteng,35-44,5+ Years,95.2,True
C028686,Middle Market,Limpopo,18-24,1-2 Years,61.3,True
C028687,SME Owner,Gauteng,25-34,New,65.6,True
C028688,Middle Market,Eastern Cape,65+,3-5 Years,62.6,True
C028689,Middle Market,KwaZulu-Natal,35-44,1-2 Years,75.1,True
C028690,Mass,Western Cape,35-44,3-5 Years,91.1,True
C028691,Middle Market,Eastern Cape,18-24,1-2 Years,65.1,True
C028692,Middle Market,Gauteng,55-64,New,78.3,True
C028693,Affluent,Eastern Cape,65+,3-5 Years,53.6,True
C028694,SME Owner,Gauteng,18-24,5+ Years,65.3,True
C028695,Mass,Gauteng,45-54,3-5 Years,15.0,True
C028696,Affluent,North West,65+,1-2 Years,46.4,True
C028697,Middle Market,Gauteng,65+,New,44.6,True
C028698,Middle Market,Gauteng,45-54,5+ Years,55.2,True
C028699,Middle Market,Gauteng,35-44,3-5 Years,37.7,True
C028700,Mass,KwaZulu-Natal,18-24,3-5 Years,92.8,True
C028701,Affluent,Eastern Cape,35-44,1-2 Years,40.7,True
C028702,Mass,Gauteng,55-64,5+ Years,39.4,True
C028703,Middle Market,KwaZulu-Natal,25-34,5+ Years,87.6,True
C028704,Mass,Limpopo,25-34,New,52.5,True
C028705,Mass,Free State,55-64,3-5 Years,82.3,True
C028706,Middle Market,Free State,65+,3-5 Years,71.9,True
C028707,Middle Market,Gauteng,25-34,3-5 Years,33.6,True
C028708,Affluent,Gauteng,25-34,New,47.1,True
C028709,Middle Market,KwaZulu-Natal,35-44,3-5 Years,21.6,True
C028710,Middle Market,KwaZulu-Natal,65+,1-2 Years,26.5,True
C028711,SME Owner,Eastern Cape,25-34,New,78.0,True
C028712,Middle Market,Mpumalanga,18-24,3-5 Years,47.9,True
C028713,Middle Market,Eastern Cape,55-64,New,59.4,True
C028714,Affluent,Western Cape,35-44,New,87.1,True
C028715,Middle Market,KwaZulu-Natal,35-44,3-5 Years,21.3,True
C028716,Middle Market,Gauteng,35-44,5+ Years,93.4,True
C028717,Middle Market,Western Cape,45-54,New,73.9,True
C028718,Middle Market,Gauteng,35-44,3-5 Years,32.1,True
C028719,Middle Market,Eastern Cape,18-24,3-5 Years,65.8,True
C028720,Middle Market,Free State,25-34,1-2 Years,54.8,True
C028721,Middle Market,Northern Cape,18-24,1-2 Years,42.4,True
C028722,Mass,Western Cape,25-34,1-2 Years,50.8,True
C028723,Mass,Gauteng,25-34,5+ Years,68.3,True
C028724,Middle Market,Gauteng,55-64,5+ Years,17.8,True
C028725,Mass,Mpumalanga,25-34,New,22.7,True
C028726,Middle Market,Gauteng,65+,New,47.4,True
C028727,Mass,Western Cape,55-64,1-2 Years,79.0,True
C028728,Mass,Gauteng,35-44,3-5 Years,38.9,True
C028729,Affluent,Free State,18-24,3-5 Years,12.1,True
C028730,Middle Market,Gauteng,65+,5+ Years,55.3,True
C028731,Middle Market,Western Cape,45-54,5+ Years,18.1,True
C028732,Mass,Eastern Cape,25-34,1-2 Years,81.6,True
C028733,Mass,KwaZulu-Natal,25-34,5+ Years,22.1,True
C028734,Mass,KwaZulu-Natal,55-64,1-2 Years,41.9,True
C028735,Mass,Gauteng,45-54,5+ Years,45.4,True
C028736,Mass,Gauteng,25-34,1-2 Years,80.9,True
C028737,Middle Market,Gauteng,25-34,1-2 Years,27.1,True
C028738,Mass,Northern Cape,45-54,3-5 Years,51.4,True
C028739,Middle Market,Gauteng,55-64,New,89.3,True
C028740,Middle Market,Western Cape,35-44,5+ Years,49.6,True
C028741,Mass,Gauteng,25-34,5+ Years,50.6,True
C028742,Affluent,Western Cape,25-34,3-5 Years,62.7,True
C028743,Middle Market,Gauteng,45-54,1-2 Years,69.7,True
C028744,Mass,Free State,25-34,3-5 Years,83.9,True
C028745,Middle Market,Mpumalanga,18-24,5+ Years,69.7,True
C028746,Middle Market,Western Cape,25-34,New,89.1,True
C028747,Middle Market,Limpopo,45-54,1-2 Years,83.2,True
C028748,Affluent,Gauteng,35-44,5+ Years,32.7,True
C028749,Mass,Western Cape,65+,3-5 Years,49.1,True
C028750,Mass,Gauteng,25-34,New,14.2,True
C028751,Affluent,Western Cape,55-64,3-5 Years,11.5,True
C028752,Middle Market,Western Cape,35-44,1-2 Years,80.4,True
C028753,SME Owner,KwaZulu-Natal,65+,5+ Years,55.3,True
C028754,Middle Market,Free State,25-34,3-5 Years,93.1,True
C028755,Middle Market,North West,25-34,3-5 Years,41.0,True
C028756,Middle Market,Gauteng,35-44,1-2 Years,72.4,True
C028757,Mass,Eastern Cape,25-34,3-5 Years,23.0,True
C028758,Mass,Limpopo,25-34,5+ Years,50.7,True
C028759,Mass,Western Cape,35-44,New,60.4,True
C028760,Mass,KwaZulu-Natal,35-44,1-2 Years,38.5,True
C028761,Middle Market,Eastern Cape,35-44,1-2 Years,73.4,True
C028762,Middle Market,Gauteng,18-24,5+ Years,11.1,True
C028763,Affluent,KwaZulu-Natal,55-64,New,45.4,True
C028764,Mass,KwaZulu-Natal,25-34,1-2 Years,67.3,True
C028765,Middle Market,Gauteng,45-54,5+ Years,15.2,True
C028766,Mass,Northern Cape,25-34,3-5 Years,58.7,True
C028767,Middle Market,Gauteng,25-34,5+ Years,36.5,True
C028768,Mass,North West,35-44,5+ Years,21.9,True
C028769,Middle Market,KwaZulu-Natal,18-24,New,40.1,True
C028770,Middle Market,Gauteng,25-34,5+ Years,23.3,True
C028771,Mass,Gauteng,65+,5+ Years,32.5,True
C028772,Middle Market,Free State,35-44,New,53.5,True
C028773,Mass,Gauteng,55-64,3-5 Years,44.3,True
C028774,Mass,Gauteng,55-64,3-5 Years,15.5,True
C028775,Affluent,KwaZulu-Natal,18-24,New,20.6,True
C028776,Mass,Northern Cape,35-44,1-2 Years,59.6,True
C028777,Mass,Western Cape,45-54,1-2 Years,51.2,True
C028778,Affluent,Western Cape,45-54,5+ Years,62.7,True
C028779,Mass,Free State,65+,New,42.3,True
C028780,Mass,KwaZulu-Natal,25-34,3-5 Years,67.5,True
C028781,Middle Market,Gauteng,45-54,New,71.3,True
C028782,Middle Market,KwaZulu-Natal,35-44,3-5 Years,53.7,True
C028783,Middle Market,Western Cape,35-44,5+ Years,70.0,True
C028784,Middle Market,Gauteng,18-24,5+ Years,41.9,True
C028785,SME Owner,Gauteng,65+,1-2 Years,90.0,True
C028786,Mass,KwaZulu-Natal,45-54,New,25.9,True
C028787,Middle Market,Gauteng,45-54,5+ Years,43.5,True
C028788,SME Owner,Eastern Cape,65+,1-2 Years,58.7,True
C028789,Mass,Western Cape,25-34,5+ Years,33.1,True
C028790,SME Owner,Gauteng,45-54,New,40.3,True
C028791,SME Owner,North West,35-44,1-2 Years,39.3,True
C028792,SME Owner,Limpopo,35-44,3-5 Years,79.0,True
C028793,Mass,KwaZulu-Natal,45-54,3-5 Years,68.0,True
C028794,Middle Market,Eastern Cape,25-34,3-5 Years,5.9,True
C028795,Affluent,KwaZulu-Natal,65+,3-5 Years,18.8,True
C028796,Mass,Gauteng,35-44,1-2 Years,49.4,True
C028797,Middle Market,KwaZulu-Natal,35-44,5+ Years,44.7,True
C028798,Mass,Gauteng,35-44,3-5 Years,67.3,True
C028799,Mass,North West,18-24,New,38.2,True
C028800,Affluent,Western Cape,35-44,5+ Years,80.6,True
C028801,SME Owner,Eastern Cape,45-54,New,69.9,True
C028802,Mass,Gauteng,18-24,5+ Years,53.3,True
C028803,Mass,Western Cape,25-34,New,24.8,True
C028804,Middle Market,Gauteng,55-64,1-2 Years,56.3,True
C028805,Mass,Western Cape,35-44,1-2 Years,63.9,True
C028806,Middle Market,KwaZulu-Natal,35-44,1-2 Years,64.5,True
C028807,Middle Market,KwaZulu-Natal,35-44,New,37.1,True
C028808,Mass,Western Cape,18-24,1-2 Years,75.7,True
C028809,Middle Market,Gauteng,35-44,1-2 Years,93.6,True
C028810,Mass,KwaZulu-Natal,25-34,New,8.9,True
C028811,Mass,Gauteng,45-54,1-2 Years,45.9,True
C028812,Affluent,Free State,35-44,3-5 Years,47.8,True
C028813,Mass,KwaZulu-Natal,35-44,1-2 Years,45.3,True
C028814,Mass,Free State,35-44,5+ Years,90.4,True
C028815,Middle Market,North West,45-54,5+ Years,68.8,True
C028816,Mass,Gauteng,55-64,5+ Years,64.9,True
C028817,Middle Market,KwaZulu-Natal,25-34,New,55.3,True
C028818,Affluent,KwaZulu-Natal,25-34,5+ Years,40.5,True
C028819,Mass,KwaZulu-Natal,25-34,1-2 Years,35.8,True
C028820,Middle Market,KwaZulu-Natal,45-54,1-2 Years,31.7,True
C028821,Mass,North West,25-34,1-2 Years,78.0,True
C028822,Middle Market,Western Cape,45-54,3-5 Years,54.7,True
C028823,Mass,Limpopo,35-44,New,69.1,True
C028824,Affluent,KwaZulu-Natal,35-44,5+ Years,77.0,True
C028825,Mass,Free State,35-44,New,71.8,True
C028826,Middle Market,Gauteng,45-54,New,65.4,True
C028827,Affluent,Gauteng,18-24,3-5 Years,24.1,True
C028828,Middle Market,North West,35-44,1-2 Years,22.4,True
C028829,Middle Market,Limpopo,55-64,1-2 Years,37.3,True
C028830,Mass,Western Cape,45-54,1-2 Years,24.5,True
C028831,Mass,Western Cape,25-34,1-2 Years,41.0,True
C028832,Mass,Gauteng,55-64,New,54.3,True
C028833,Mass,Gauteng,65+,New,36.3,True
C028834,Middle Market,Gauteng,35-44,1-2 Years,32.5,True
C028835,Middle Market,North West,25-34,3-5 Years,67.6,True
C028836,Middle Market,Gauteng,55-64,3-5 Years,39.5,True
C028837,SME Owner,Western Cape,25-34,1-2 Years,86.0,True
C028838,Middle Market,Eastern Cape,45-54,1-2 Years,15.8,True
C028839,Middle Market,KwaZulu-Natal,45-54,1-2 Years,64.1,True
C028840,Mass,Free State,45-54,5+ Years,47.1,True
C028841,Middle Market,Western Cape,25-34,1-2 Years,59.5,True
C028842,Middle Market,Western Cape,25-34,5+ Years,73.3,True
C028843,Mass,Western Cape,35-44,5+ Years,73.1,True
C028844,Middle Market,KwaZulu-Natal,35-44,1-2 Years,48.3,True
C028845,Middle Market,Northern Cape,35-44,1-2 Years,29.4,True
C028846,Mass,KwaZulu-Natal,45-54,3-5 Years,81.0,True
C028847,Mass,Eastern Cape,25-34,3-5 Years,55.8,True
C028848,Mass,Mpumalanga,35-44,New,64.5,True
C028849,Mass,Gauteng,25-34,3-5 Years,48.5,True
C028850,Mass,Gauteng,35-44,1-2 Years,77.6,True
C028851,Middle Market,Gauteng,35-44,5+ Years,84.4,True
C028852,Middle Market,Mpumalanga,35-44,5+ Years,58.6,True
C028853,Mass,Western Cape,45-54,New,89.0,True
C028854,SME Owner,KwaZulu-Natal,25-34,New,70.7,True
C028855,Middle Market,Western Cape,45-54,1-2 Years,34.0,True
C028856,Mass,Eastern Cape,55-64,5+ Years,18.2,True
C028857,Affluent,Western Cape,25-34,5+ Years,24.1,True
C028858,Middle Market,Gauteng,35-44,3-5 Years,56.9,True
C028859,Middle Market,Western Cape,25-34,5+ Years,55.0,True
C028860,Mass,Western Cape,55-64,1-2 Years,59.4,True
C028861,Affluent,Western Cape,25-34,1-2 Years,33.6,True
C028862,Mass,Gauteng,65+,New,86.1,True
C028863,Mass,Gauteng,18-24,New,58.4,True
C028864,Affluent,Gauteng,55-64,1-2 Years,22.6,True
C028865,Affluent,Mpumalanga,55-64,New,36.0,True
C028866,Middle Market,Gauteng,25-34,New,64.9,True
C028867,Mass,Western Cape,45-54,5+ Years,37.1,True
C028868,Mass,Gauteng,18-24,3-5 Years,82.2,True
C028869,Affluent,Gauteng,18-24,New,48.4,True
C028870,Middle Market,KwaZulu-Natal,35-44,New,19.3,True
C028871,Affluent,Mpumalanga,35-44,1-2 Years,73.0,True
C028872,Mass,Western Cape,25-34,New,28.2,True
C028873,SME Owner,Eastern Cape,55-64,New,42.6,True
C028874,Mass,Free State,35-44,5+ Years,86.1,True
C028875,Mass,KwaZulu-Natal,45-54,5+ Years,41.2,True
C028876,Affluent,Limpopo,35-44,1-2 Years,82.6,True
C028877,Mass,Gauteng,35-44,5+ Years,25.1,True
C028878,Middle Market,Gauteng,18-24,1-2 Years,9.5,True
C028879,Middle Market,Western Cape,35-44,5+ Years,31.6,True
C028880,Affluent,KwaZulu-Natal,55-64,3-5 Years,43.4,True
C028881,Mass,Western Cape,55-64,5+ Years,75.0,True
C028882,Mass,Mpumalanga,25-34,New,75.8,True
C028883,Middle Market,Gauteng,45-54,3-5 Years,83.8,True
C028884,Affluent,North West,25-34,5+ Years,60.1,True
C028885,Affluent,Western Cape,25-34,5+ Years,52.7,True
C028886,Mass,Limpopo,18-24,5+ Years,44.9,True
C028887,Middle Market,Western Cape,65+,5+ Years,36.8,True
C028888,Mass,Western Cape,45-54,1-2 Years,49.6,True
C028889,Mass,Eastern Cape,25-34,New,14.2,True
C028890,Mass,Western Cape,55-64,1-2 Years,69.2,True
C028891,Mass,Limpopo,25-34,3-5 Years,46.7,True
C028892,Mass,KwaZulu-Natal,25-34,3-5 Years,50.8,True
C028893,Mass,Gauteng,18-24,1-2 Years,39.0,True
C028894,Mass,Free State,35-44,New,15.6,True
C028895,Affluent,Western Cape,25-34,New,85.2,True
C028896,Mass,KwaZulu-Natal,65+,1-2 Years,74.9,True
C028897,Affluent,Gauteng,25-34,New,34.3,True
C028898,Affluent,Eastern Cape,25-34,5+ Years,35.0,True
C028899,Middle Market,Eastern Cape,18-24,5+ Years,66.2,True
C028900,Middle Market,Northern Cape,35-44,1-2 Years,7.4,True
C028901,Mass,Western Cape,18-24,1-2 Years,43.9,True
C028902,Mass,Gauteng,45-54,1-2 Years,50.1,True
C028903,Middle Market,Western Cape,35-44,1-2 Years,77.7,True
C028904,Middle Market,Eastern Cape,65+,1-2 Years,33.1,True
C028905,Middle Market,Western Cape,18-24,New,57.2,True
C028906,Affluent,Limpopo,35-44,New,93.4,True
C028907,Middle Market,North West,65+,3-5 Years,67.9,True
C028908,Middle Market,North West,35-44,New,77.0,True
C028909,Mass,Gauteng,25-34,5+ Years,48.5,True
C028910,Affluent,Gauteng,25-34,5+ Years,79.4,True
C028911,SME Owner,Gauteng,35-44,3-5 Years,16.2,True
C028912,Middle Market,Mpumalanga,25-34,3-5 Years,81.6,True
C028913,Middle Market,Free State,35-44,New,30.6,True
C028914,Middle Market,Gauteng,55-64,1-2 Years,59.6,True
C028915,Mass,Western Cape,35-44,1-2 Years,61.0,True
C028916,Affluent,Mpumalanga,18-24,5+ Years,65.6,True
C028917,Middle Market,Gauteng,35-44,1-2 Years,54.2,True
C028918,Middle Market,KwaZulu-Natal,45-54,1-2 Years,82.6,True
C028919,Middle Market,Eastern Cape,35-44,5+ Years,73.5,True
C028920,Middle Market,Gauteng,25-34,3-5 Years,71.6,True
C028921,Mass,Western Cape,35-44,3-5 Years,55.7,True
C028922,Middle Market,Mpumalanga,35-44,3-5 Years,56.2,True
C028923,Mass,Gauteng,35-44,3-5 Years,22.0,True
C028924,Mass,KwaZulu-Natal,55-64,3-5 Years,81.0,True
C028925,Mass,Limpopo,65+,New,61.6,True
C028926,Mass,Western Cape,45-54,1-2 Years,35.0,True
C028927,Affluent,Gauteng,55-64,5+ Years,85.4,True
C028928,Mass,Eastern Cape,65+,3-5 Years,70.9,True
C028929,Mass,Western Cape,25-34,3-5 Years,54.5,True
C028930,Middle Market,Western Cape,25-34,5+ Years,81.3,True
C028931,Affluent,Gauteng,18-24,New,50.3,True
C028932,Middle Market,North West,25-34,5+ Years,56.5,True
C028933,SME Owner,Eastern Cape,25-34,1-2 Years,29.7,True
C028934,Middle Market,Gauteng,25-34,New,62.5,True
C028935,Middle Market,Gauteng,25-34,New,65.2,True
C028936,Middle Market,Mpumalanga,25-34,3-5 Years,57.4,True
C028937,Mass,Limpopo,45-54,3-5 Years,60.7,True
C028938,Middle Market,Western Cape,55-64,5+ Years,73.5,True
C028939,Middle Market,Eastern Cape,25-34,New,16.9,True
C028940,Middle Market,Gauteng,45-54,1-2 Years,64.6,True
C028941,Middle Market,Gauteng,35-44,New,78.0,True
C028942,Middle Market,Mpumalanga,45-54,1-2 Years,17.1,True
C028943,Middle Market,KwaZulu-Natal,18-24,1-2 Years,25.3,True
C028944,Mass,Gauteng,55-64,New,54.6,True
C028945,Mass,Western Cape,35-44,1-2 Years,89.5,True
C028946,Middle Market,Western Cape,45-54,5+ Years,41.9,True
C028947,Mass,Northern Cape,25-34,New,70.8,True
C028948,Affluent,Gauteng,65+,3-5 Years,61.4,True
C028949,Mass,Eastern Cape,45-54,New,81.4,True
C028950,Mass,Eastern Cape,55-64,3-5 Years,43.8,True
C028951,Middle Market,Free State,35-44,New,91.3,True
C028952,Mass,Free State,25-34,3-5 Years,44.8,True
C028953,Middle Market,Eastern Cape,35-44,New,75.4,True
C028954,Mass,Western Cape,25-34,New,14.4,True
C028955,Mass,Gauteng,25-34,1-2 Years,39.7,True
C028956,Middle Market,North West,35-44,New,16.2,True
C028957,Mass,Gauteng,25-34,New,46.8,True
C028958,Middle Market,Gauteng,18-24,3-5 Years,76.8,True
C028959,Mass,Gauteng,25-34,3-5 Years,39.0,True
C028960,Middle Market,Western Cape,45-54,3-5 Years,30.3,True
C028961,Middle Market,Gauteng,55-64,New,78.1,True
C028962,Mass,Western Cape,25-34,1-2 Years,59.7,True
C028963,Middle Market,Western Cape,25-34,3-5 Years,47.0,True
C028964,Middle Market,KwaZulu-Natal,45-54,5+ Years,14.0,True
C028965,Affluent,North West,45-54,1-2 Years,91.8,True
C028966,Affluent,KwaZulu-Natal,55-64,1-2 Years,52.7,True
C028967,Middle Market,Northern Cape,25-34,1-2 Years,41.3,True
C028968,Mass,Gauteng,55-64,3-5 Years,37.3,True
C028969,Middle Market,Western Cape,25-34,New,19.4,True
C028970,Middle Market,Gauteng,25-34,5+ Years,15.1,True
C028971,Affluent,KwaZulu-Natal,35-44,5+ Years,50.5,True
C028972,Middle Market,North West,65+,1-2 Years,79.3,True
C028973,Mass,Gauteng,25-34,3-5 Years,76.3,True
C028974,Affluent,Eastern Cape,45-54,1-2 Years,28.4,True
C028975,Middle Market,Eastern Cape,55-64,1-2 Years,98.1,True
C028976,Mass,Gauteng,65+,New,22.4,True
C028977,Middle Market,Western Cape,45-54,5+ Years,30.7,True
C028978,Middle Market,Gauteng,18-24,3-5 Years,58.0,True
C028979,Middle Market,Western Cape,55-64,5+ Years,23.4,True
C028980,Affluent,Free State,45-54,3-5 Years,43.3,True
C028981,Mass,Gauteng,65+,3-5 Years,90.7,True
C028982,Mass,North West,25-34,5+ Years,80.5,True
C028983,Mass,Free State,35-44,1-2 Years,39.5,True
C028984,Affluent,Gauteng,35-44,5+ Years,19.5,True
C028985,Mass,Western Cape,45-54,3-5 Years,70.6,True
C028986,Middle Market,KwaZulu-Natal,25-34,3-5 Years,10.9,True
C028987,Middle Market,KwaZulu-Natal,18-24,5+ Years,34.1,True
C028988,Affluent,KwaZulu-Natal,25-34,New,87.4,True
C028989,Mass,Western Cape,45-54,New,27.5,True
C028990,Mass,North West,45-54,1-2 Years,57.9,True
C028991,SME Owner,Gauteng,25-34,New,21.6,True
C028992,Middle Market,KwaZulu-Natal,35-44,New,35.0,True
C028993,Mass,Gauteng,35-44,New,79.9,True
C028994,Mass,KwaZulu-Natal,25-34,5+ Years,75.0,True
C028995,Affluent,Gauteng,18-24,1-2 Years,19.7,True
C028996,Affluent,Gauteng,35-44,1-2 Years,57.7,True
C028997,Middle Market,Gauteng,18-24,5+ Years,70.1,True
C028998,Mass,North West,45-54,1-2 Years,58.5,True
C028999,Middle Market,Gauteng,25-34,New,70.4,True
C029000,Mass,Western Cape,25-34,3-5 Years,41.8,True
C029001,Affluent,Western Cape,25-34,New,84.0,True
C029002,Mass,Gauteng,35-44,5+ Years,41.6,True
C029003,Mass,Mpumalanga,25-34,3-5 Years,74.0,True
C029004,Mass,Gauteng,35-44,New,33.4,True
C029005,Mass,Mpumalanga,45-54,5+ Years,96.5,True
C029006,Mass,Gauteng,65+,New,71.4,True
C029007,Middle Market,Western Cape,35-44,New,36.8,True
C029008,Middle Market,Free State,25-34,New,45.9,True
C029009,Middle Market,Gauteng,45-54,New,22.2,True
C029010,Mass,Free State,25-34,1-2 Years,54.3,True
C029011,Mass,Western Cape,25-34,1-2 Years,89.1,True
C029012,Middle Market,Western Cape,45-54,3-5 Years,34.7,True
C029013,Middle Market,Gauteng,18-24,1-2 Years,41.6,True
C029014,Mass,Gauteng,35-44,1-2 Years,61.8,True
C029015,Affluent,Free State,35-44,3-5 Years,42.2,True
C029016,Mass,Gauteng,25-34,3-5 Years,34.2,True
C029017,Mass,Gauteng,35-44,New,42.1,True
C029018,Mass,Gauteng,45-54,5+ Years,45.1,True
C029019,Middle Market,Gauteng,25-34,New,49.1,True
C029020,Mass,Gauteng,35-44,3-5 Years,18.7,True
C029021,Mass,Gauteng,35-44,1-2 Years,55.5,True
C029022,Middle Market,Gauteng,35-44,3-5 Years,21.9,True
C029023,Mass,KwaZulu-Natal,45-54,5+ Years,28.9,True
C029024,Mass,KwaZulu-Natal,25-34,3-5 Years,32.8,True
C029025,Middle Market,Mpumalanga,18-24,1-2 Years,60.1,True
C029026,Middle Market,KwaZulu-Natal,45-54,1-2 Years,89.1,True
C029027,Mass,Western Cape,25-34,1-2 Years,55.1,True
C029028,Mass,Gauteng,35-44,3-5 Years,72.1,True
C029029,Mass,Eastern Cape,45-54,New,59.5,True
C029030,SME Owner,Western Cape,65+,5+ Years,74.2,True
